Script started on Mon Sep 14 18:54:18 2020
[?1034hbash-3.2$ cd Desktop
bash-3.2$ cat tucson_rain.txt | awk  -F"\t" '{ print $6, $9 }' tucson_rain.txt
readingDate quality
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-01 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Absent
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-02 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Absent
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-03 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Trace
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Trace
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Absent
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Trace
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Trace
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-04 Good
2018-01-05 Trace
2018-01-05 Trace
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Trace
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Absent
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Trace
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-05 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Absent
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-06 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Absent
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Trace
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-07 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
2018-01-08 Good
