Script started on Mon Sep 14 18:54:18 2020
[?1034hbash-3.2$ cd Desktop
bash-3.2$ cat tucson_rain.txt | awk  -F"\t" '{ print $6, $9 }' tucson_rain.txt
readingDate quality
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Trace
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Good
2018-07-06 Absent
2018-07-06 Good
2018-07-06 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Trace
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Poor
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Trace
2018-07-07 Trace
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Trace
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Trace
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Good
2018-07-07 Absent
2018-07-07 Good
2018-07-07 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Trace
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Good
2018-07-08 Absent
2018-07-08 Good
2018-07-08 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Trace
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Good
2018-07-09 Absent
2018-07-09 Good
2018-07-09 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Trace
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Good
2018-07-10 Absent
2018-07-10 Good
2018-07-10 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Trace
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Trace
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
2018-07-11 Good
